Sseṛɣent-as-tent.
Sseṛɣent-awen-tt.
Sseṛɣent-iyi-ten.
Sserkem aman-nni.
Ssers asawal-nni.
Ssewlawleɣ yiwen.
Ssewlawleɣ yiwet.
Ssewweɣ-ak-tt-id.
Ssewweɣ-am-tt-id.
Ssewweɣ-d imensi.
Ssewwen-d imensi.
Ssexsint aselkim.
Ssiɣ aselkim-nni.
Ssiɣ-d tagertilt.
Ssilem kullec da.
Ssired takeṛṛust.
Ssired udem-nnek.
Ssiwel s tmaziɣt!
Ssiwel s tmaziɣt.
Ssmecḥet-as zzit.
Ssneɣ ad ssewweɣ.
Ssneɣ iswan-nnes.
Ssneɣ tameṭṭut-a.
Ssneɣ tansa-nnes.
Ssneɣ taseḍsut-a.
Ssneɣ timeẓyanin.
Ssnen timeẓyanin.
Ssnent adlis-nni.
Ssneqsemt tazzla.
Ssuffɣeɣ-d yiwen.
Ssuffɣeɣ-d yiwet.
Ssuffɣen-d nnefs.
Ssuffɣent tursaḍ.
Ssuǧǧmeɣ lmuddet.
Ssuɣlemt aḍṛis-a.
Ssukkes-itent-id.
Ssukkseɣ-d yiwen.
Ssukkseɣ-d yiwet.
Ssukksem-tent-id.
Ssukksemt-ten-id.
Ssukkset-tent-id.
Ssullin meẓẓiyit.
Ssullin s tɣawla.
Ssuneɣ s ukeryun.
Ssuqqleɣ-d yiwen.
Ssuqqleɣ-d yiwet.
Ssurfem-as i Tom.
Ssurfet-as i Tom.
Ssusmem, txedmem.
Ssuter-as i Alex.
Ssutreɣ-as i Tom.
Ssutren assemter.
Ssutrent-d yiwen.
Ssutrent-d yiwet.
Staxxṛen-kent-id.
Steɛṛfent ccḍent.
Suffeɣ-itent akk.
Suffɣemt-ten akk.
Suffɣet-tent akk.
Sumet d taweḥdit.
Suneɣ-d tawinest.
Surgen-d i waman.
Suter i walebɛaḍ.
Suter-as isem-is.
Swan akeffay-nni.
Swan, ččan, ṛwan.
Swatimt imawaɣen.
Swehmeɣ iman-inu.
Swemt kra n ttay.
Swezleɣ inaw-nni.
Swezlen inaw-nni.
Swingem ɣef waya.
Swingmen fell-as.
Sxeṣreɣ lqecc-iw.
Ta d tadabut-inu.
Ta d taknart-inu.
Ta d takti n Tom.
Ta d takti-nwent.
Ta d tanarit-inu.
Ta d tanwalt-inu.
Ta d tasiwant-is?
Ta d tiririt-inu.
Ta d tuccḍa-nnek.
Ta maci d tifxet?
Tabyirt, ttxil-k.
Tafsut n tmanyin.
Tafsut taberkant.
Tafukt d tawraɣt.
Tagara, tewweḍ-d.
Tagara, wwḍent-d.
Tagara, yewweḍ-d.
Tagnit d tubrint.
Tagrabt ufus inu.
Taɣsert taɣisant.
Taɣuri tessidir !
Tahuski tettṛuḥu.
Tajlibt izamaren.
Takamra-inna inu.
Takaskiṭ-a inek ?
Takeṛṛust-a nnek?
Talwit fell-awen.
Tamanegt i netta!
Tameddurt i kečč.
Tameddurt i kemm.
Tamrint-a ɣlayet.
Tamrint-a n baba.
Tamurt iderɣalen.
Tamurt n Spanyul.
Tamurt-iw ɛzizen.
Taneččit-a telha.
Tanemmirt annect!
Tanemmirt i kecc.
Tanemmirt i kemm.
Tanemmirt seg ul.
Tanemmirt, a gma.
Taninna tecleg-d.
Taninna tesguguc.
Taninna tesgunfa.
Taninna tessawel.
Taninna tetteddu.
Taninna tuɣ awal.
Tannemirt sɣur-i.
Tanyirt n yinisi.
Taqbaylit d azal!
Targit-is teffeɣ.
Tarzeft-a i kečč.
Tarzeft-a i kemm.
Tasiwant-a n Tom.
Tasnasɣalt-a inu.
Tawaɣit ar tayeḍ.
Tawenza t cennef.
Tawenza taseɛdit.
Tayaziḍt tesqaqa.
Tayri akd talwit.
Tayrit ed Talwit.
Tazdemt n umeɛdaz
Tazemmurt-a nwen.
Taẓɣelt-is telha.
Tbecc aserwal-is.
Tbubb-it yemma-s.
Tcerrqed tawwurt.
Tcerrqeḍ tawwurt.
Tcerrqem tawwurt.
Tcewwel inaragen.
Tcewwel-ik tinna?
Tcewwel-it tinna?
Tcuf-d imuyag-is.
Tḍall-d seg ṭṭaq.
Tdelgemt-tt, naɣ?
Tḍemnemt-tt, naɣ?
Tḍul lɣerba-nsen.
Tḍul lɣerba-nwen.
Tɛawen igellilen.
Tɛawned Tom, naɣ?
Tɛawneḍ Tom, naɣ?
Tɛawnem Tom, naɣ?
Tɛawnemt mamma-s?
Tebbi-as traṭiwt.
Tebḍa tɛebbuḍ-is.
Tebdamt tɛeyyumt?
Tebdamt tettrumt.
Tebdamt treffumt.
Tebda-t-id tugdi.
Tebḍa-yaɣ-ten-id.
Tebḍa-yak-ten-id.
Tebḍa-yam-ten-id.
Tebḍa-yasen-t-id.
Tebḍa-yas-ten-id.
Tebḍa-yawen-t-id.
Tebḍa-yi-tent-id.
Tebɣa ad tt-tẓer?
Tebɣa ad yi-tẓeṛ.
Tebɣa kra sɣur-i?
Tebɣa kra sɣur-k?
Tebɣa kra sɣur-m?
Tebɣam ad tarmem?
Tebɣam ad teččem.
Tebɣam ad teččem?
Tebɣam ad tecnum?
Tebɣam takeṛṛust?
Tebɣamt aya, naɣ?
Tebɣid ad k-rkin?
Tebɣid ad necḍeḥ?
Tebɣid ad qqimeɣ?
Tebɣid ad tarmed?
Tebɣiḍ ad teččeḍ.
Tebɣiḍ ad tecceḍ?
Tebɣiḍ ad teččeḍ?
Tebɣid ad tecnud?
Tebɣid ad teddud?
Tebɣiḍ ad tedduḍ?
Tebɣiḍ ad teṛjuḍ?
Tebɣid akerbas-a?
Tebɣid tamurrigt?
Tebɣid-tt imir-a?
Tebɣiḍ-tt imir-a?
Tebna taseddarit.
Tecbeḥ d axeṣṣar.
Tecbeḥ fell-asen?
Tecbeḥ teɣremt-a.
Tecbeḥ twerḍet-a.
Tecbeḥ txatemt-a.
Tečča tmes tiẓgi.
Teccef-iten tidi.
Teččid mliḥ, naɣ?
Teččur tmezgida .
Tecfa fell-awent.
Tecfid fell-aneɣ?
Tecmumeḥ-d Alice.
Tedda ad d-teqḍu.
Tedda ɣer Bgayet.
Tedda ɣer Boston.
Tedda ɣer tbanka.
Tedda ɣer tkanna.
Tedda ɣer tmeɣra.
Tedda ɣer tnarit.
Tedda ɣer ucanṭi.
Tedda ɣer ugaṛaj.
Tedda ɣer umahil.
Tedda ɣer unafag.
Tedda ɣer usalay.
Tedda ɣer usanay.
Tedda ɣer wezɣer.
Tedda ɣer wulzuz.
Tedda-d yid-kent?
Teddam ɣer Marie.
Teḍḍef-d aɣerday.
Teddem-it zgelli.
Teddid ɣer Marie.
Teddiḍ ɣer Marie.
Teddiḍ s imsujji?
Teddiprimiḍ, neɣ?
Tedduɣ ɣer lḥebs.
Tedduɣ ɣer tinmel
Tedduɣ ɣer uxxam.
Tedduɣ s idis-is.
Teḍkaled irkawel!
Tedlam ɣef uɣmis?
Tedlid ɣef uɣmis?
Teḍra-d temkerra.
Teḍsa fell-awent?
Tɛedda tbuciḍant.
Tɛeddamt i tlisa.
Tɛeḍḍleḍ neɣ ala?
Teɛǧeb-ak-d Mary?
Tɛegneḍ-as i Tom?
Tɛegnem-as i Tom?
Tɛejbed-iyi aṭas.
Teɛjeb-ak Lalman?
Teɛjeb-am Lalman?
Teɛjeb-aneɣ Mary.
Teɛjeb-as i Mary.
Teɛjeb-asen aṭas.
Teɛjeb-asen Mary.
Teɛjeb-awen, naɣ?
Teɛjeb-ik Ccinwa?
Teɛjeb-it Boston.
Teɛjeb-iyi yiwet.
Tɛemmred tamdint?
Teɛqel-it dumatu.
Tɛeqqleḍ albaɛḍ ?
Tɛeqqlem albaɛḍ ?
Tɛerḍed aya, naɣ?
Tɛerḍeḍ aya, naɣ?
Tɛerḍed ṛṛuz-nni?
Tɛerḍem aya, naɣ?
Teɛreq-aneɣ Mary.
Teɛreq-as cchada.
Teɛreq-asen Mary.
Teɛyiḍ seg ucini?
Teɛyiḍ si tudert?
Tɛeyyen-as i Tom.
Tɛeyynemt-aneɣ-d.
Tɛeyyud s tefses.
Tɛeyyum s tefses.
Teffeɣ ad teččed.
Teffeɣ-d d tidet.
Teffeɣ-it tebɣes.
Teffer fell-aneɣ.
Teffer fell-asen.
Teffer fell-awen.
Teffer-akent-ten.
Teffer-asen-tent.
Teffer-asent-ten.
Teffer-awen-tent.
Tefferfer tgarfa.
Teffreḍ-asen-ten.
Teffreḍ-asent-tt.
Teffreḍ-iyi-tent.
Teffrem-asen-ten.
Teffrem-asent-tt.
Teffremt fell-as.
Teffremt-aɣ-tent.
Teffremt-asent-t.
Teffremt-asen-tt.
Teffremt-as-tent.
Tefhem Marie aya?
Tefka-as tasarut.
Tefkam-aɣ-ten-id.
Tefkam-asen-tent.
Tefkam-asen-tent?
Tefkam-asen-t-id.
Tefkam-asent-ten.
Tefkam-asent-ten?
Tefkam-as-ten-id.
Tefkam-iyi-tt-id.
Tefkamt-aɣ-tt-id.
Tefkamt-asen-ten.
Tefkamt-asen-ten?
Tefkamt-asent-tt.
Tefkamt-asent-tt?
Tefkamt-as-tt-id.
Tefkamt-iyi-tent.
Tefkamt-iyi-tent?
Tefkamt-iyi-t-id.
Tefkam-tt i jjiḥ.
Tefka-yaɣ-ten-id.
Tefka-yakent-ten.
Tefka-yakent-ten?
Tefka-yak-ten-id.
Tefka-yam-ten-id.
Tefka-yas tiɣṛit.
Tefka-yasen-tent.
Tefka-yasen-tent?
Tefka-yasen-t-id.
Tefka-yasent-ten.
Tefka-yasent-ten?
Tefka-yas-ten-id.
Tefka-yawen-tent.
Tefka-yawen-tent?
Tefka-yawen-t-id.
Tefka-yi-tent-id.
Tefkiḍ-aɣ-ten-id.
Tefkiḍ-asen-tent.
Tefkiḍ-asen-tent?
Tefkiḍ-asen-t-id.
Tefkiḍ-asent-ten.
Tefkiḍ-asent-ten?
Tefkiḍ-as-ten-id.
Tefkiḍ-iyi-tt-id.
Tefkiḍ-tt i jjiḥ.
Tefles tkebbanit.
Tefrawes Taninna.
Tefṛeḥ s memmi-s.
Tefser iceḍḍiḍen.
Tega am tberriḍt.
Teǧǧa argaz-nnes.
Teǧǧa arraw-nnes.
Teǧǧam-aɣ-ten-id.
Teǧǧam-aɣ-ten-id?
Teǧǧam-asen-t-id.
Teǧǧam-asen-t-id?
Teǧǧam-as-ten-id.
Teǧǧam-as-ten-id?
Teǧǧam-iyi-tt-id.
Teǧǧam-iyi-tt-id?
Teǧǧamt-aɣ-tt-id.
Teǧǧamt-aɣ-tt-id?
Teǧǧamt-as-tt-id.
Teǧǧamt-as-tt-id?
Teǧǧamt-iyi-t-id.
Teǧǧamt-iyi-t-id?
Teɣɣaremt-as Tom.
Teǧǧa-t ad yeddu.
Teǧǧa-tt ad tṛuḥ.
Teǧǧa-yaɣ-ten-id.
Teǧǧa-yaɣ-ten-id?
Teǧǧa-yak-ten-id.
Teǧǧa-yak-ten-id?
Teǧǧa-yam-ten-id.
Teǧǧa-yam-ten-id?
Teǧǧa-yasen-t-id.
Teǧǧa-yasen-t-id?
Teǧǧa-yas-ten-id.
Teǧǧa-yas-ten-id?
Teǧǧa-yawen-t-id.
Teǧǧa-yawen-t-id?
Teǧǧa-yi tmacint.
Teǧǧa-yi-tent-id.
Teǧǧa-yi-tent-id?
Teǧǧiḍ-aɣ-ten-id.
Teǧǧiḍ-aɣ-ten-id?
Teǧǧiḍ-asen-t-id.
Teǧǧiḍ-asen-t-id?
Teǧǧiḍ-as-ten-id.
Teǧǧiḍ-as-ten-id?
Teǧǧiḍ-iyi-tt-id.
Teǧǧiḍ-iyi-tt-id?
Teggurreɛ-d Mary.
Teǧhed taɣect-ik.
Teǧhed taɣect-im.
Teglamt yes-sent.
Teɣleq tewwurt-a.
Teɣli ɣer tegnit.
Teɣra-as i Yidir?
Teɣra-d s usawal.
Teɣram adlis-nni.
Teɣram-as iḍelli?
Teɣṛamt wa yakan?
Teɣṛamt-as i Tom.
Teɣramt-as i Tom?
Teɣramt-as yakan?
Teɣrid adlis-nni.
Teɣrid amagrad-a?
Teɣrid-as iḍelli?
Teɣriḍ-as iḍelli?
Teɣsed ad k-rkin?
Teɣsed ad necḍeḥ?
Teɣsed ad tarmed?
Teɣsed ad tecnud?
Teɣsed ad teddud?
Teɣsed tamurrigt?
Teɣsem ad tarmem?
Teɣsem ad tecnum?
Teɣsem takeṛṛust?
Teḥbes imeṭṭawen.
Teḥfa tefrut-inu.
Tehhuski s tidet.
Teḥkam-d tiseḍsa.
Teḥma lqahwa-nni?
Teḥṛes texxamt-a.
Teḥwaj tiririyin.
Teḥwajed abugaṭu.
Teḥwajeḍ abugaṭu.
Teḥwajed adlis-a?
Teḥwajed idrimen.
Teḥwajeḍ idrimen.
Teḥwajeḍ idrimen?
Teḥwajed imsujji.
Teḥwajed imsujji?
Teḥwajed tallalt.
Teḥwajeḍ tallalt?
Teḥwajed tasfeḍt.
Teḥwajed tawlaft.
Teḥwajem abugaṭu.
Teḥwajem idrimen.
Teḥwajem imsujji.
Teḥwajem imsujji?
Teḥwajem tallalt.
Teḥwajem tasfeḍt.
Teḥwajemt asihaṛ.
Tejja arraw-nnes.
Tejja-t ad yeddu.
Tejja-tt ad tṛuḥ.
Tejjem-it s ccuq.
Tejjem-iyi Marie.
Tejjmed aya, naɣ?
Tejjmeḍ aya, naɣ?
Tejjmed Tom, naɣ?
Tejjmeḍ Tom, naɣ?
Tejjmed Ustṛalya?
Tejjmem aya, naɣ?
Tejjmem Tom, naɣ?
Tejjmem Ustṛalya?
Tejjyeḍ s tɣawla.
Tekcem ɣer yigen.
Tekka-d seg-kent.
Tekka-d seg-sent.
Tekkat kan lehwa.
Tekkes-akent-ten.
Tekkes-asen-tent.
Tekkes-asent-ten.
Tekkes-awen-tent.
Tekkes-d tiɣmest.
Tekkseḍ-aɣ-tt-id.
Tekkseḍ-asen-ten.
Tekkseḍ-asent-tt.
Tekkseḍ-as-tt-id.
Tekkseḍ-iyi-tent.
Tekkseḍ-iyi-t-id.
Tekksem-aɣ-tt-id.
Tekksem-asen-ten.
Tekksem-asent-tt.
Tekksem-iyi-tent.
Tekksem-iyi-t-id.
Tekksemt-aɣ-tent.
Tekksemt-aɣ-t-id.
Tekksemt-asent-t.
Tekksemt-asen-tt.
Tekksemt-as-tent.
Tekksemt-iyi-ten.
Tekksemt-tent-id?
Tekṛeh Halloween.
Tekṛeh ibeɛɛucen.
Teldey-d tewwurt.
Telha cceṛba-nni?
Telha lmeṛqa-nni?
Telha terzi-nneɣ.
Telha tezmilt-ik?
Telha tezmilt-im?
Tella deg tuccfa.
Tella deg ugaṛaj.
Tella din ṭṭabla.
Tella tbeddu zik.
Tella tebded din.
Tella tebɣa anza.
Tella teḍḍes din.
Tella teqqim din.
Tella terfa aṭas.
Tella tesɛa cwiṭ.
Tella tessen-itt.
Tella tessen-iyi.
Tella tettader-d.
Tella tettarew-d.
Tella tettarra-d.
Tella tettbeddil.
Tella tettɛeḍḍil.
Tella tettergigi.
Tella tettezriri.
Tella tettfunzur.
Tella tettkemmil.
Tella tettkeyyif.
Tella tettmerriḥ.
Tella tettmuqqul.
Tella tettnuddum.
Tella tettqeyyil.
Tella tettqummuc.
Tella tettrusu-d.
Tella tettseffiq.
Tella tettwaḍḍaf.
Tella tettwaḥeṛṛ.
Tella tettwargam.
Tella tezdeɣ din.
Tella tḥanutt da?
Tella tin i ẓṛiɣ.
Tella tneččit da.
Tella tuɣ tliẓri.
Tella txeddeɛ-it.
Tellam deg uxxam.
Tellam tettafgem.
Tellam tettakrem.
Tellam tettanzem.
Tellam tettargum.
Tellam tettasmem.
Tellam tettessem.
Tellam tettettem.
Tellam tettɣabem.
Tellam tettɣimim.
Tellam tettnaɣem.
Tellam tettṛajum.
Tellam tettrusum.
Tellam tettsuɣum.
Tellam tettxiḍim.
Tellamt din, naɣ?
Tellamt s tadist.
Tellamt tbeddemt.
Tellamt tbeddumt.
Tellamt tceɣlemt.
Tellamt tcennumt.
Tellamt tceṭṛemt.
Tellamt tdeɛɛumt.
Tellamt tḍelmemt.
Tellamt teḍḍsemt.
Tellamt tɛeyyumt.
Tellamt teffremt.
Tellamt tettrumt?
Tellamt teẓẓlemt.
Tellamt tfeclemt.
Tellamt tɣelqemt.
Tellamt tjerḥemt.
Tellamt tledyemt.
Tellamt tqefzemt.
Tellamt tsellemt.
Tellamt tugademt.
Tellamt tumaremt.
Tellamt tweɛṛemt.
Tellamt tweḥlemt.
Tellamt twehmemt.
Tellamt twejdemt.
Tellamt twufqemt.
Tellamt txuṣṣemt.
Tellamt tzewṛemt.
Tellid d aɛeryan.
Telliḍ d aɛeryan.
Telliḍ da weḥd-k?
Telliḍ da weḥd-m?
Telliḍ deffir-iw.
Tellid deg umihi.
Tellid deg uxxam.
Tellid tettafged.
Telliḍ tettafgeḍ.
Tellid tettakred.
Telliḍ tettakreḍ.
Tellid tettanzed.
Telliḍ tettanzeḍ.
Tellid tettargud.
Telliḍ tettarguḍ.
Tellid tettasmed.
Telliḍ tettasmeḍ.
Tellid tettawɣed.
Telliḍ tettawɣeḍ.
Tellid tettessed.
Telliḍ tettesseḍ.
Tellid tettetted.
Telliḍ tettetteḍ.
Tellid tettɣabed.
Telliḍ tettɣabeḍ.
Tellid tettɣimid.
Telliḍ tettɣimiḍ.
Tellid tettkawed.
Telliḍ tettkaweḍ.
Tellid tettnaɣed.
Telliḍ tettnaɣeḍ.
Tellid tettṛajud.
Telliḍ tettṛajuḍ.
Tellid tettrusud.
Tellid tettsuɣud.
Telliḍ tettsuɣuḍ.
Tellid tettwated.
Telliḍ tettwateḍ.
Tellid tettxiḍid.
Telliḍ tettxiḍiḍ.
Tellid texcawted.
Telliḍ texcawteḍ.
Tellid tqeḍḍud-d.
Telliḍ tqeḍḍuḍ-d.
Tellid tqeṭṭuḍ-d.
Tellid trebbud-d.
Telliḍ trebbuḍ-d.
Tellid ttekṭeked.
Tellukkzemt aṭas.
Telluẓeḍ yal ass.
Telluẓem yal ass.
Telluẓemt imir-a?
Telsa tismaqalin.
Temlaleḍ-tent-id?
Temlalem-tent-id?
Temlalemt-ten-id?
Temlek-aɣ tliẓri.
Temlek-ik tliẓri.
Temlek-it tezdeg.
Temlek-it tliẓri.
Temmuqqled ɣer-s?
Temmuqqlem ɣer-s?
Temmut seg ɛeyyu.
Temmut seg lfeṛḥ.
Temxellemt meṛṛa.
Temxemmasem, naɣ?
Temyiḥmalem mliḥ?
Tenɣa argaz-nnes.
Tenɣam-asen-tent.
Tenɣamt-asen-ten.
Tenɣamt-asent-tt.
Tenɣamt-iyi-tent.
Tenɣa-yakent-ten.
Tenɣa-yasen-tent.
Tenɣa-yasent-ten.
Tenɣa-yawen-tent.
Tenɣiḍ-asen-tent.
Tenɣiḍ-asent-ten.
Tenkeṛ arday-nni.
Tenna i urgaz-is.
Tenna-d ar tufat.
Tennam-d tfeṛḥem.
Tennam-d tumarem.
Tennebra-d Layla.
Tenniḍ-d awal-ik.
Tenniḍ-d awal-im.
Tennid-d tfeṛḥed.
Tennid-d tumared.
Tennuɣeḍ yid-sen?
Tennuɣem yid-sen?
Tensa deg usensu.
Tensa teftilt-is.
Tensamt ɣur-sent?
Tenza teɣribt-is.
Teqqar tanglizit.
Teqqared ablug-a?
Teqqared aɣmis-a?
Teqqareḍ tmellḥeḍ
Teqqareḍ-d tidet.
Teqqarem ablug-a?
Teqqarem-d tidet.
Teqqel ar deffir.
Teqqel d tummilt.
Teqqel ɣel lɣerf.
Teqqel ɣer tẓuri.
Teqqel ɣer udrar.
Teqqel ɣer uxxam.
Teqqel ɣer wurti.
Teqqel tetteffer.
Teqqen tagelmust.
Teqqes-itt tizit.
Teqqes-iyi tizit.
Teqqim deg wadur.
Teqqim f tkersit.
Teqqim s idis-is.
Teqqur tasa-nnes.
Teqwem tura akka?
Terba tmeṭṭut-is.
Terbeḥ-d idrimen.
Terda-t temsulta.
Terḍel adlis-nni.
Teṛḍel-aɣ-ten-id?
Teṛḍel-akent-ten.
Teṛḍel-ak-ten-id?
Teṛḍel-am-ten-id?
Teṛḍel-asen-t-id?
Teṛḍel-as-ten-id?
Teṛḍel-awen-tent.
Teṛḍel-awen-t-id?
Teṛḍel-iyi-tt-id?
Teṛhen ureɣ-nnes.
Teṛja asakal-nni.
Teṛja nnuba-nnes.
Terka tuɣmest-is.
Terna deg lmizan.
Ternam-tent, naɣ?
Ternamt-ten, naɣ?
Ternid-tent, naɣ?
Terniḍ-tent, naɣ?
Terra amawal-nni.
Terra ddehn-nnes.
Terra deg usawal.
Terra-aɣ-tent-id?
Terra-iyi d itri.
Terram-aɣ-ten-id.
Terram-aɣ-ten-id?
Terram-asen-tent.
Terram-asen-t-id.
Terram-asen-t-id?
Terram-asent-ten.
Terram-as-ten-id.
Terram-as-ten-id?
Terram-iyi-tt-id.
Terram-iyi-tt-id?
Terramt-aɣ-tt-id.
Terramt-aɣ-tt-id?
Terramt-as-tt-id.
Terramt-iyi-t-id.
Terramt-iyi-t-id?
Terra-yaɣ-ten-id.
Terra-yakent-ten.
Terra-yak-ten-id.
Terra-yak-ten-id?
Terra-yam-ten-id.
Terra-yam-ten-id?
Terra-yasen-tent.
Terra-yasen-t-id.
Terra-yasen-t-id?
Terra-yasent-ten.
Terra-yas-ten-id.
Terra-yas-ten-id?
Terra-yawen-tent.
Terra-yawen-t-id.
Terra-yawen-t-id?
Terra-yi-tent-id.
Terra-yi-tent-id?
Terreẓ tzewwut-a.
Terriḍ-aɣ-ten-id.
Terriḍ-aɣ-ten-id?
Terriḍ-asen-tent.
Terriḍ-asen-t-id.
Terriḍ-asen-t-id?
Terriḍ-asent-ten.
Terriḍ-as-ten-id.
Terriḍ-as-ten-id?
Terriḍ-iyi-tt-id.
Terriḍ-iyi-tt-id?
Terrẓed deg ufus.
Terrẓeḍ deg ufus.
Ters-d ɣef yilel.
Teṛwam zzhu, naɣ?
Terwel seg uxxam.
Teṛwid zzhu, naɣ?
Terza ɣef Boston.
Terza ɣef jida-s.
Terza ɣef London.
Terẓamt tazewwut.
Terẓem adlis-nni.
Tesbeɣ-asen-tent.
Tesbeɣ-asent-ten.
Tesdub-itt tayri.
Tesɛa tasnasɣalt.
Tesɛa uguren daɣ?
Tesɛam akud mliḥ.
Tesɛam atiliskud?
Tesɛam Beethoven?
Tesɛam takeṛṛust.
Tesɛam tanerdabt?
Tesɛam timddukal?
Tesɛamt Facebook?
Tesɛamt imddukal?
Tesɛamt tasiwant?
Tesɛamt tasukint?
Tesɛamt tibṛatin.
Tesɛid adlis-nni?
Tesɛiḍ akud mliḥ.
Tesɛid asmaṛtfun?
Tesɛid atiliskud?
Tesɛid Beethoven?
Tesɛiḍ Facebook ?
Tesɛid iɣersiwen?
Tesɛiḍ kra uɣbel?
Tesɛiḍ ṣa warrac.
Tesɛiḍ taɣennant.
Tesɛiḍ tagertilt?
Tesɛid takeṛṛust.
Tesɛid takeṛṛust?
Tesɛiḍ takeṛṛust?
Tesɛiḍ tameẓyant?
Tesɛid tanerdabt?
Tesɛiḍ timddukal?
Tesɛid-d taqcict.
Tesɛiḍ-d taqcict.
Tesfaqeḍ-tent-id.
Tesfaqem-tent-id.
Tesfaqemt-iyi-id.
Tesfaqemt-ten-id.
Tesfeḍ s tesfeḍt.
Tesfuǧǧuɣeḍ aṭas.
Tesɣa-d tamudrut.
Tesɣa-d tayaziḍt.
Tesɣamt-d abiran.
Teskeṛ tewwurt-a.
Teskerkes fell-i.
Tesla-awent Mary.
Teslal iqbac-nni.
Tesla-yas icennu.
Teslaẓayemt iḍan.
Tesleb ɣef uɣrum.
Tesleḍ igmaḍ-nni.
Teslemdeḍ-iyi-tt.
Teslemdem-iyi-tt.
Teslemdemt-iyi-t.
Teslemed-iyi-ten.
Tesmaḍ lqahwa-yi.
Tesmeɣreḍ ddeɛwa.
Tesmeɣrem ddeɛwa.
Tesnuzuy irkasen.
Tesri i yedrimen.
Tesrid tankult-a?
Tesrid-iyi a Tom?
Tesrim tankult-a?
Tesrimt lemwansa?
Tesṛuḥ adlis-nni.
Tesṛuḥ asga-nnes.
Tesṛuḥ tageḍḍumt.
Tesṛuḥed-tt, naɣ?
Tesṛuḥeḍ-tt, naɣ?
Tesṛuḥemt-t, naɣ?
Tesṛuḥem-tt, naɣ?
Tessaɣ-d aselkim.
Tessaɣed tiliẓri.
Tessaɣeḍ tiliẓri.
Tessaɣed-d aɣrum.
Tessaɣem tiliẓri.
Tessaɣem-d aɣrum.
Tessamt-d usuten.
Tessardemt ass-a?
Tessardemt iqbac.
Tessebṛuqleḍ-iyi!
Tessebṛuqlem-iyi!
Tessedha igerdan.
Tesseḍsayemt-iyi.
Tessefhem-itt-id.
Tesseɣsi aselkim.
Tesseɣtad-t, naɣ?
Tesseɣtaḍ-t, naɣ?
Tesseɣtam-t, naɣ?
Tessemɣar kullec.
Tessemɣer ddeɛwa.
Tessen ad tecḍeḥ?
Tessen ad tenheṛ.
Tessen adlis-nni.
Tesserḍemt seg-i.
Tesseṛɣeḍ-aɣ-ten.
Tesseṛɣeḍ-asen-t.
Tesseṛɣeḍ-as-ten.
Tesseṛɣeḍ-iyi-tt.
Tesseṛɣem-aɣ-ten.
Tesseṛɣem-asen-t.
Tesseṛɣem-as-ten.
Tesseṛɣem-iyi-tt.
Tesseṛɣemt-aɣ-tt.
Tesseṛɣemt-as-tt.
Tesseṛɣemt-iyi-t.
Tesset aṭas aman.
Tesseweḍ tibḥirt?
Tessewem tibḥirt?
Tessewway imensi.
Tessexlaɛemt-iyi.
Tessexlelliḍ-iyi!
Tessexlellim-iyi!
Tessexsi aselkim.
Tessezwer lexlaṣ.
Tessirided iqbac.
Tessirideḍ iqbac.
Tessiridem iqbac.
Tessneḍ ad taruḍ.
Tessneḍ ad taruḍ?
Tessned asensu-a?
Tessned mliḥ Tom?
Tessneḍ mliḥ Tom?
Tessneḍ nneqma-s?
Tessneḍ sin-ihin?
Tessneḍ snat-nni?
Tessneḍ taglizit?
Tessneḍ tajuṛjit?
Tessned tizlit-a?
Tessned Tom, naɣ?
Tessneḍ Tom, naɣ?
Tessneḍ Tom? Uhu.
Tessned-iyi, naɣ?
Tessneḍ-iyi, naɣ?
Tessneḍ-ten mliḥ?
Tessnem ad tarum.
Tessnem mliḥ Tom?
Tessnem tajuṛjit?
Tessnem Tom, naɣ?
Tessnem-iyi, naɣ?
Tessnemt asaru-a?
Tessnemt tusnakt?
Tessnemt-tt, naɣ?
Tessṛeɣ-akent-tt.
Tessṛeɣ-asen-ten.
Tessṛeɣ-asent-tt.
Tessṛeɣ-awen-ten.
Tessṛeɣ-iyi-tent.
Tessrud weltma-k!
Tessrud weltma-m!
Tessuffeɣ tursaḍ.
Tessuffɣemt-tent?
Tessugguted awal.
Tessuggutem awal.
Tessunuɣemt mliḥ.
Tessuter-d yiwen.
Tessuter-d yiwet.
Tessuzur lbaṭaṭa?
Tesswemt tibḥirt.
Testaxremt-iyi-d.
Testeɛṛef tecceḍ.
Testeɛṛef texṣer.
Testufaḍ neɣ ala?
Testufam neɣ ala?
Tesṭuqquteḍ awal.
Tesxeṣred kullec.
Tesxeṣrem kullec.
Tesxurruḍeḍ aṭas.
Tetqelliqed aṭas.
Tetqelliqeḍ aṭas.
Tetqelliqem aṭas.
Tettafeḍ-tent-id.
Tettagad deg yiḍ.
Tettagad tissist.
Tettagademt iḍan.
Tettagademt-tent.
Tettaɣem-d aɣṛum.
Tettarew sin sin.
Tettargum tafsut.
Tettaru tacinwat.
Tettaru tullisin.
Tettaruḍ taɛṛabt?
Tettawi aɣyul-is.
Tettawi tettarra.
Tettaxer Taninna.
Tettban-d tefṛeḥ.
Tettebbid isekla.
Tettebbiḍ isekla.
Tettebbim isekla.
Tetteddu ɣer din.
Teṭṭef-aɣ tzawwa.
